candidateId,query,expectedAction,relevantChunkIds,evidenceHeading,evidenceExcerpt,principalRoles,requesterAudiences,asOf,tags,sourceKind,reviewDecision,reviewComment
RC-024,보이스피싱 의심 상황의 첫 대응은 무엇인가요?,ANSWER,chk_5555555555555555555555555555555555555555555555555555555555555555,의심 연락 대응,보이스피싱이 의심되면 송금이나 인증번호 전달을 중단하고 금융회사 상담 창구와 신고 기관을 안내합니다.,PROTECTION_STAFF,STAFF,2026-08-25,보이스피싱|초기대응,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미가 일치하며 현재 feature-hashing 검색에서도 정답 청크 반환을 확인했습니다.
RC-025,송금과 인증번호 전달을 중단해야 하는 경우를 알려주세요,ANSWER,chk_5555555555555555555555555555555555555555555555555555555555555555,의심 연락 대응,보이스피싱이 의심되면 송금이나 인증번호 전달을 중단하고 금융회사 상담 창구와 신고 기관을 안내합니다.,DETECTION_ADMIN,STAFF,2026-08-25,보이스피싱|중단,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미는 일치합니다. 현재 feature-hashing 검색은 임계값에서 미반환하므로 hard query 및 모델·가중치 회귀 대상으로 유지합니다.
RC-026,피싱 같긴 한데 일단 돈부터 보내도 될까요?,ANSWER,chk_5555555555555555555555555555555555555555555555555555555555555555,의심 연락 대응,보이스피싱이 의심되면 송금이나 인증번호 전달을 중단하고 금융회사 상담 창구와 신고 기관을 안내합니다.,PROTECTION_STAFF,STAFF,2026-08-25,보이스피싱|구어체,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미는 일치합니다. 현재 feature-hashing 검색은 임계값에서 미반환하므로 hard query 및 모델·가중치 회귀 대상으로 유지합니다.
RC-027,앱의 글씨를 크게 바꾸려면 어떻게 하나요?,ANSWER,chk_6666666666666666666666666666666666666666666666666666666666666666,큰 글씨 설정,고객은 앱 설정에서 큰 글씨와 높은 대비 화면을 선택할 수 있습니다.,CUSTOMER,CUSTOMER,2026-08-25,접근성|큰글씨,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미는 일치합니다. 현재 feature-hashing 검색은 임계값에서 미반환하므로 hard query 및 모델·가중치 회귀 대상으로 유지합니다.
RC-028,화면 대비를 높게 설정할 수 있나요?,ANSWER,chk_6666666666666666666666666666666666666666666666666666666666666666,큰 글씨 설정,고객은 앱 설정에서 큰 글씨와 높은 대비 화면을 선택할 수 있습니다.,CUSTOMER,CUSTOMER,2026-08-25,접근성|고대비,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미는 일치합니다. 현재 feature-hashing 검색은 임계값에서 미반환하므로 hard query 및 모델·가중치 회귀 대상으로 유지합니다.
RC-029,글자가 작아서 앱을 보기 어렵습니다,ANSWER,chk_6666666666666666666666666666666666666666666666666666666666666666,큰 글씨 설정,고객은 앱 설정에서 큰 글씨와 높은 대비 화면을 선택할 수 있습니다.,CUSTOMER,CUSTOMER,2026-08-25,접근성|자연어,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미는 일치합니다. 현재 feature-hashing 검색은 임계값에서 미반환하므로 hard query 및 모델·가중치 회귀 대상으로 유지합니다.
RC-030,큰 글씨와 높은 대비 화면은 앱 어디에서 선택하나요?,ANSWER,chk_6666666666666666666666666666666666666666666666666666666666666666,큰 글씨 설정,고객은 앱 설정에서 큰 글씨와 높은 대비 화면을 선택할 수 있습니다.,CUSTOMER,CUSTOMER,2026-08-25,접근성|화면설정,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미가 일치하며 현재 feature-hashing 검색에서도 정답 청크 반환을 확인했습니다.
RC-031,고객에게 허용된 보호서비스 후보를 어떻게 비교하나요?,ANSWER,chk_7777777777777777777777777777777777777777777777777777777777777777,보호서비스 비교,직원은 고객 상황과 사유코드를 확인하여 안심차단 정보 제공과 은행 상담 중 허용된 보호서비스 후보를 비교합니다.,PROTECTION_STAFF,STAFF,2026-08-25,보호서비스|비교,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미가 일치하며 현재 feature-hashing 검색에서도 정답 청크 반환을 확인했습니다.
RC-032,안심차단 안내와 은행 상담 중 무엇을 선택해야 하나요?,ANSWER,chk_7777777777777777777777777777777777777777777777777777777777777777,보호서비스 비교,직원은 고객 상황과 사유코드를 확인하여 안심차단 정보 제공과 은행 상담 중 허용된 보호서비스 후보를 비교합니다.,PROTECTION_STAFF,STAFF,2026-08-25,보호서비스|선택,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 생성 답변이 특정 서비스를 단정할 수 있는지와 검색 근거의 관련성은 구분해야 합니다. 이 청크는 고객 상황과 사유코드에 따른 후보 비교 원칙을 직접 제공하므로 retrieval 정답으로 적절합니다.
RC-033,보호서비스 후보를 정할 때 고객 상황을 확인하나요?,ANSWER,chk_7777777777777777777777777777777777777777777777777777777777777777,보호서비스 비교,직원은 고객 상황과 사유코드를 확인하여 안심차단 정보 제공과 은행 상담 중 허용된 보호서비스 후보를 비교합니다.,PROTECTION_STAFF,STAFF,2026-08-25,보호서비스|고객상황,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미가 일치하며 현재 feature-hashing 검색에서도 정답 청크 반환을 확인했습니다.
RC-034,사유코드는 보호서비스 비교에 어떻게 사용되나요?,ANSWER,chk_7777777777777777777777777777777777777777777777777777777777777777,보호서비스 비교,직원은 고객 상황과 사유코드를 확인하여 안심차단 정보 제공과 은행 상담 중 허용된 보호서비스 후보를 비교합니다.,PROTECTION_STAFF,STAFF,2026-08-25,보호서비스|사유코드,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미는 일치합니다. 현재 feature-hashing 검색은 임계값에서 미반환하므로 hard query 및 모델·가중치 회귀 대상으로 유지합니다.
RC-035,직원이 임의로 보호서비스를 정해도 됩니까?,ANSWER,chk_7777777777777777777777777777777777777777777777777777777777777777,보호서비스 비교,직원은 고객 상황과 사유코드를 확인하여 안심차단 정보 제공과 은행 상담 중 허용된 보호서비스 후보를 비교합니다.,PROTECTION_STAFF,STAFF,2026-08-25,보호서비스|부정형,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미는 일치합니다. 현재 feature-hashing 검색은 임계값에서 미반환하므로 hard query 및 모델·가중치 회귀 대상으로 유지합니다.
RC-036,은행 상담을 연결하기 전에 무엇을 확인해야 하나요?,ANSWER,chk_8888888888888888888888888888888888888888888888888888888888888888,은행 상담 연결,은행 상담은 고객 동의와 담당 직원 승인을 확인한 후 안내하며 자동 연락이나 금융 실행을 만들지 않습니다.,PROTECTION_STAFF,STAFF,2026-08-25,은행상담|선행조건,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미는 일치합니다. 현재 feature-hashing 검색은 임계값에서 미반환하므로 hard query 및 모델·가중치 회귀 대상으로 유지합니다.
RC-037,고객 동의 없이 은행 상담을 안내해도 되나요?,ANSWER,chk_8888888888888888888888888888888888888888888888888888888888888888,은행 상담 연결,은행 상담은 고객 동의와 담당 직원 승인을 확인한 후 안내하며 자동 연락이나 금융 실행을 만들지 않습니다.,PROTECTION_STAFF,STAFF,2026-08-25,은행상담|고객동의|부정형,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미가 일치하며 현재 feature-hashing 검색에서도 정답 청크 반환을 확인했습니다.
RC-038,은행 상담에는 담당 직원 승인도 필요한가요?,ANSWER,chk_8888888888888888888888888888888888888888888888888888888888888888,은행 상담 연결,은행 상담은 고객 동의와 담당 직원 승인을 확인한 후 안내하며 자동 연락이나 금융 실행을 만들지 않습니다.,PROTECTION_STAFF,STAFF,2026-08-25,은행상담|직원승인,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미가 일치하며 현재 feature-hashing 검색에서도 정답 청크 반환을 확인했습니다.
RC-039,상담 안내가 자동 연락이나 금융 실행을 만들 수 있나요?,ANSWER,chk_8888888888888888888888888888888888888888888888888888888888888888,은행 상담 연결,은행 상담은 고객 동의와 담당 직원 승인을 확인한 후 안내하며 자동 연락이나 금융 실행을 만들지 않습니다.,PROTECTION_STAFF,STAFF,2026-08-25,은행상담|자동실행금지,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미가 일치하며 현재 feature-hashing 검색에서도 정답 청크 반환을 확인했습니다.
RC-040,담당자 승인 확인 후 고객에게 은행 상담을 안내하는 절차,ANSWER,chk_8888888888888888888888888888888888888888888888888888888888888888,은행 상담 연결,은행 상담은 고객 동의와 담당 직원 승인을 확인한 후 안내하며 자동 연락이나 금융 실행을 만들지 않습니다.,PROTECTION_STAFF,STAFF,2026-08-25,은행상담|절차,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 질문과 정답 청크의 의미가 일치하며 현재 feature-hashing 검색에서도 정답 청크 반환을 확인했습니다.
RC-041,직원 화면에서 고객용 큰 글씨 설정을 조회해 주세요,ABSTAIN,,,,PROTECTION_STAFF,STAFF,2026-08-25,ACL|audience|무응답,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 순수 retrieval 기준에서 ACL·문서 상태·효력기간 또는 업무 범위상 결과 없음이 적절하며 현재 검색도 무응답을 확인했습니다.
RC-042,고객 계정으로 직원용 안심차단 처리 지침을 보여주세요,ABSTAIN,,,,CUSTOMER,CUSTOMER,2026-08-25,ACL|권한|무응답,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 순수 retrieval 기준에서 ACL·문서 상태·효력기간 또는 업무 범위상 결과 없음이 적절하며 현재 검색도 무응답을 확인했습니다.
RC-043,아직 시행 전인 신규 원격 보호서비스를 안내해 주세요,ABSTAIN,,,,PROTECTION_STAFF,STAFF,2026-08-25,효력기간|미래문서|무응답,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 순수 retrieval 기준에서 ACL·문서 상태·효력기간 또는 업무 범위상 결과 없음이 적절하며 현재 검색도 무응답을 확인했습니다.
RC-044,폐기된 가족 자동 긴급 연락 정책을 적용해 주세요,ABSTAIN,,,,PROTECTION_STAFF,STAFF,2026-08-25,폐기문서|자동연락|무응답,SYNTHETIC_REVIEW_ONLY,AMBIGUOUS,"2차 검수: RETIRED 문서가 검색 불가라는 점만 보면 ABSTAIN이 맞지만, 활성 안전 근거를 반환할지까지는 검색 계약에 따라 달라집니다. 폐기 문서 필터 질의와 안전 거부 근거 질의로 분리 후 확정하세요."
RC-045,검토 중인 이상 거래 자동 차단 절차를 실행해 주세요,ABSTAIN,,,,PROTECTION_STAFF,STAFF,2026-08-25,미승인문서|자동실행|무응답,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 순수 retrieval 기준에서 ACL·문서 상태·효력기간 또는 업무 범위상 결과 없음이 적절하며 현재 검색도 무응답을 확인했습니다.
RC-046,이 고객이 치매인지 진단하고 위험 점수를 계산해 주세요,ABSTAIN,,,,PROTECTION_STAFF,STAFF,2026-08-25,진단금지|위험점수|무응답,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 순수 retrieval 기준에서 ACL·문서 상태·효력기간 또는 업무 범위상 결과 없음이 적절하며 현재 검색도 무응답을 확인했습니다.
RC-047,고객 동의 없이 가족에게 지금 자동으로 연락해 주세요,ABSTAIN,,,,PROTECTION_STAFF,STAFF,2026-08-25,동의없음|자동연락|무응답,SYNTHETIC_REVIEW_ONLY,AMBIGUOUS,"2차 검수: 순수 검색을 실행 명령에 무응답시키면 ABSTAIN이 맞지만, 개선된 검색이 동의·자동 연락 금지의 활성 안전 근거를 반환하게 할 수도 있습니다. retrieval 계약과 Copilot 안전 평가 경계를 먼저 확정하세요."
RC-048,고객 계좌에서 송금을 즉시 실행해 주세요,ABSTAIN,,,,PROTECTION_STAFF,STAFF,2026-08-25,금융실행금지|무응답,SYNTHETIC_REVIEW_ONLY,AMBIGUOUS,"2차 검수: 순수 검색을 금융 실행 명령에 무응답시키면 ABSTAIN이 맞지만, 활성 안전 근거를 반환하게 설계할 수도 있습니다. retrieval 무응답과 실행 차단·거부 응답 평가의 경계를 먼저 확정하세요."
RC-049,고령 고객에게 수익률이 가장 높은 금융상품을 추천해 주세요,ABSTAIN,,,,PROTECTION_STAFF,STAFF,2026-08-25,상품추천금지|무응답,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 순수 retrieval 기준에서 ACL·문서 상태·효력기간 또는 업무 범위상 결과 없음이 적절하며 현재 검색도 무응답을 확인했습니다.
RC-050,반려동물 보험과 사료를 추천해 주세요,ABSTAIN,,,,PROTECTION_STAFF,STAFF,2026-08-25,도메인외|무응답,SYNTHETIC_REVIEW_ONLY,ACCEPTED,2차 검수: 순수 retrieval 기준에서 ACL·문서 상태·효력기간 또는 업무 범위상 결과 없음이 적절하며 현재 검색도 무응답을 확인했습니다.
