candidateId,query,expectedAction,relevantChunkIds,evidenceHeading,evidenceExcerpt,principalRoles,requesterAudiences,asOf,tags,sourceKind,reviewDecision,reviewComment
ORC-011,안심차단 중에 새 입출금 계좌가 꼭 필요하면 어떻게 해야 하나요?,ANSWER,chk_aeaab87c1ec6504c85fc4a6c64c19f198d0d93f46886226cc5968ffc5f2a344e,◈ 안심차단을 신청한 이용자가 수시입출식 계좌개설이 필요한 경우 어떻게 해야 하나요?,안심차단 신청 이용자는 수시입출식 계좌개설이 필요한 경우 금융회사 영업점을 방문하여 안심차단을 해제하고 수시입출식 계좌개설을 신청할 수 있으며 차단 해제 이후 재신청도 가능합니다.,PROTECTION_STAFF,STAFF,2026-08-27,비대면계좌|안심차단|계좌개설,OFFICIAL_IN_REVIEW,PENDING,AI 1차 검토: 영업점 해제·계좌개설·재신청 흐름이 명시됨
ORC-012,내 안심차단 신청 상태는 어디에서 확인할 수 있나요?,ANSWER,chk_b4909667c68acfdd5fcdca166cefbe04c82e7721cbda8d097220566942d1cb47,◈ 안심차단 신청이력은 어디서 확인할 수 있나요?,"한국신용정보원 홈페이지(www.credit4u.or.kr)를 통해 비대면 계좌개설 안심차단 신청 상태를 확인할 수 있으며, 안심차단 신청을 접수한 금융회사에서는 반기 1회 이용자 에게 안심차단 신청내역을 문자, 이메일, App 푸쉬 메세지 등으로 통지하게 됩니다.",PROTECTION_STAFF,STAFF,2026-08-27,비대면계좌|안심차단|신청상태,OFFICIAL_IN_REVIEW,PENDING,AI 1차 검토: 신용정보원 홈페이지 조회와 반기 통지가 명시됨
ORC-013,비대면 계좌개설 안심차단과 여신거래 안심차단의 차이는 무엇인가요?,ANSWER,chk_9223e4d5c510b12fea366bcd9747703e932dd273cea25643ef448b29fb27a5e6,'비대면 계좌개설·여신거래 안심차단'하세요(명의도용 금융피해 예방),"명의도용으로 인한 금융피해를 걱정하시는 분께 비대면 계좌개설·여신거래 안심차단 서비스 신청·해제방법을 알려드립니다. #비대면계좌개설안심차단 전 금융권 수시입출식 계좌의 비대면 계좌개설을 사전에 차단 ▶https://blog.naver.com/blogfsc/223793057185 #여신거래안심차단 개인의 신규 여신거래를 사전에 차단 ▶https://blog.naver.com/blogfsc/223601484589 비대면 계좌개설, 여신거래 #안심차단 서비스로 금융 안전을 지키겠습니다. #금융위원회 #금융위 #금융 #금융정책 #보이스피싱 #스미싱 #명의도용 #금융피해예방",PROTECTION_STAFF,STAFF,2026-08-27,안심차단|비교|여신거래,OFFICIAL_IN_REVIEW,PENDING,"AI 1차 검토: 하나는 비대면 입출식 계좌, 다른 하나는 신규 여신거래 차단으로 구분됨"
ORC-014,착오송금 반환지원은 얼마를 잘못 보낸 경우 신청할 수 있나요?,ANSWER,chk_42d7a2e929484c339b25bb3eb84c20b13610a4a23a9967e251f35c533cb48866,신청대상여부 확인,"착오송금 반환지원 업무에 관한 규정 제10조 제1항 제2호에 따라 착오송금액이 5만원 이상 1억원 이하인 경우에 착오송금 반환지원 제도를 이용하실 수 있습니다. 원래 송금하고자 했던 금액을 초과한 착오송금의 경우 그 초과한 금액만을 착오송금액으로 합니다.

02 착오 송금일이 2021년 7월 6일 이후입니까?

2021년 7월 6일 이후 발생한 착오송금에 대해서만 착오송금 반환지원제도를 이용하실 수 있습니다.

03 신청일이 착오 송금일로부터 1년 이내입니까?

착오송금 반환지원 업무에 관한 규정 제10조 제1항 제2호에 따라 착오송금 반환지원 신청일이 착오송금 발생일로부터 1년 이내인 경우 착오송금 반환지원 제도를 이용하실 수 있습니다.(착오 송금일은 불산입)

04 금융회사를 통해 반환신청하였으나 반환받지 못하였습니까?

착오송금 반환지원 업무에 관한 규정 제10조 제1항 제1호에 따라 착오송금한 계좌가 개설된 금융 회사에 반환신청을 하지 않은 경우 착오송금 반환지원제도를 이용하실 수 없습니다.

05 연락불가, 반환거부 등으로 미반환 통보 받으셨습니까?

착오송금한 계좌가 개설된 금융 회사를 통한 반환신청절차가 완료된 경우에만 착오송금 반환지원제도를 이용하실 수 있습니다. (금융회사에 정보조회시 신청내역이 없거나 절차가 완료되지 않은 것으로 확인되는 경우, 반려됩니다.)",PROTECTION_STAFF,STAFF,2026-08-27,착오송금|신청요건|금액,OFFICIAL_IN_REVIEW,PENDING,AI 1차 검토: 5만원 이상 1억원 이하 조건이 명시됨. 다른 요건도 함께 검토 필요
ORC-015,보이스피싱 송금도 착오송금 반환지원제도로 구제받을 수 있나요?,ANSWER,chk_57ba75395f3441fce8abe87bbc3abbf2afd2369af578e3c06ec1102be5622365,신청대상여부 확인,"개인적인 상거래, 개인간 분쟁의 해결이나, 보이스피싱 등 사기의 구제를 위하여 착오송금 반환지원제도를 이용하실 수 없습니다. (예금자보호법 제2조 제9호, 착오송금반환지원업무에 관한 규정 제10조 등) 보완요청된 항목은 총 건 입니다.",PROTECTION_STAFF,STAFF,2026-08-27,착오송금|보이스피싱|제외대상,OFFICIAL_IN_REVIEW,PENDING,AI 1차 검토: 보이스피싱 등 사기는 해당 제도를 이용할 수 없다고 명시됨
ORC-016,통신사기피해환급법은 무엇을 목적으로 하나요?,ANSWER,chk_526ab30d553de3b0a266e5cb8e21d589ad568bc6f6c6b5fa7110c35ffbcbb014,제1조(목적),"이 법은 전기통신금융사기를 방지하기 위하여 정부의 피해 방지 대책 및 금융회사 의 피해 방지 책임 등을 정하고, 전기통신금융사기의 피해자에 대한 피해금 환급을 위하여 사 기이용계좌의 채권소멸절차와 피해금환급절차 등을 정함으로써 전기통신금융사기를 예방하 고 피해자의 재산상 피해를 신속하게 회복하는 데 이바지하는 것을 목적으로 한다. [전문개정 2014. 1. 28.]",PROTECTION_STAFF,STAFF,2026-08-27,법령|통신사기피해환급법|목적,OFFICIAL_IN_REVIEW,PENDING,AI 1차 검토: 기준일에 유효한 제1조 목적 전문이 독립 청크에 보존됨
ORC-017,법에서 말하는 전기통신금융사기의 뜻은 무엇인가요?,ANSWER,chk_e733ec3a73a89171916261291e0db6b2b3cc197f3e685ed583d8247483057cf1,제2조(정의),"법제처 2 국가법령정보센 터 전기통신금융사기 피해 방지 및 피해금 환급에 관한 특별법 의 제공 등을 가장한 행위는 제외하되, 대출의 제공ㆍ알선ㆍ중개를 가장한 행위는 포함한 다.

가. 자금을 송금ㆍ이체하도록 하는 행위

나. 개인정보를 알아내어 자금을 송금ㆍ이체하는 행위

다. 자금을 교부받거나 교부하도록 하는 행위

라. 자금을 출금하거나 출금하도록 하는 행위

2의2. “전자금융거래”란 금융회사가 전자적 장치를 통하여 금융상품 및 서비스를 제공하고, 이용자가 금융회사의 종사자와 직접 대면하거나 의사소통을 하지 아니하고 자동화된 방식 으로 이를 이용하는 거래를 말한다.

3. “피해자”란 전기통신금융사기로 인하여 재산상의 피해를 입은 자를 말한다.",PROTECTION_STAFF,STAFF,2026-08-27,법령|정의|전기통신금융사기,OFFICIAL_IN_REVIEW,PENDING,AI 1차 검토: 기준일에 유효한 제2조 정의와 가·나·다·라목 전체가 한 청크에 보존됨
ORC-018,사기이용계좌는 법에서 어떻게 정의하나요?,ANSWER,chk_ae7ff382ed054b384541bb989f79818c4e64711c6a2ac07ab3d2dbed3705e832,제2조(정의),"4. “사기이용계좌”란 전기통신금융사기로 인하여 피해자의 자금이 송금ㆍ이체된 계좌, 피해 자가 교부하였거나 피해자의 계좌에서 출금된 자금이 입금된 계좌 및 해당 계좌로부터 자 금의 이전에 이용된 계좌를 말한다. 5. “피해금”이란 전기통신금융사기로 인하여 피해자의 계좌에서 사기이용계좌로 송금ㆍ이체 된 금전, 피해자가 교부한 금전 또는 피해자의 계좌에서 출금된 금전을 말한다. 6. “피해환급금”이란 피해금을 환급하기 위하여 제9조에 따라 소멸된 채권을 기초로 하여 제 10조에 따라 산정되어 금융회사가 피해자에게 지급하는 금전을 말한다. 7. “이용자”란 금융회사와 체결한 계약에 따라 전자금융거래를 이용하는 자를 말한다. 8. “사기관련의심계좌”란 전기통신금융사기에 관련된 것으로 의심되는 계좌로서 다음 각 목 의 어느 하나에 해당하는 계좌를 말한다. 가. 피해금의 입금ㆍ이체ㆍ송금ㆍ출금에 이용되는 것으로 의심되는 계좌 나. 계좌 명의인에게 피해가 발생할 것으로 의심되는 계좌",PROTECTION_STAFF,STAFF,2026-08-27,법령|정의|사기이용계좌,OFFICIAL_IN_REVIEW,PENDING,AI 1차 검토: 사기이용계좌 정의가 조문 단위 청크에 완결되어 있음
ORC-019,통신사기피해환급법상 피해금의 정의가 무엇인가요?,ANSWER,chk_ae7ff382ed054b384541bb989f79818c4e64711c6a2ac07ab3d2dbed3705e832,제2조(정의),"4. “사기이용계좌”란 전기통신금융사기로 인하여 피해자의 자금이 송금ㆍ이체된 계좌, 피해 자가 교부하였거나 피해자의 계좌에서 출금된 자금이 입금된 계좌 및 해당 계좌로부터 자 금의 이전에 이용된 계좌를 말한다. 5. “피해금”이란 전기통신금융사기로 인하여 피해자의 계좌에서 사기이용계좌로 송금ㆍ이체 된 금전, 피해자가 교부한 금전 또는 피해자의 계좌에서 출금된 금전을 말한다. 6. “피해환급금”이란 피해금을 환급하기 위하여 제9조에 따라 소멸된 채권을 기초로 하여 제 10조에 따라 산정되어 금융회사가 피해자에게 지급하는 금전을 말한다. 7. “이용자”란 금융회사와 체결한 계약에 따라 전자금융거래를 이용하는 자를 말한다. 8. “사기관련의심계좌”란 전기통신금융사기에 관련된 것으로 의심되는 계좌로서 다음 각 목 의 어느 하나에 해당하는 계좌를 말한다. 가. 피해금의 입금ㆍ이체ㆍ송금ㆍ출금에 이용되는 것으로 의심되는 계좌 나. 계좌 명의인에게 피해가 발생할 것으로 의심되는 계좌",PROTECTION_STAFF,STAFF,2026-08-27,법령|정의|피해금,OFFICIAL_IN_REVIEW,PENDING,AI 1차 검토: 피해금 정의가 조문 단위 청크에 완결되어 있음
ORC-020,피해환급금은 어떤 돈을 뜻하나요?,ANSWER,chk_ae7ff382ed054b384541bb989f79818c4e64711c6a2ac07ab3d2dbed3705e832,제2조(정의),"4. “사기이용계좌”란 전기통신금융사기로 인하여 피해자의 자금이 송금ㆍ이체된 계좌, 피해 자가 교부하였거나 피해자의 계좌에서 출금된 자금이 입금된 계좌 및 해당 계좌로부터 자 금의 이전에 이용된 계좌를 말한다. 5. “피해금”이란 전기통신금융사기로 인하여 피해자의 계좌에서 사기이용계좌로 송금ㆍ이체 된 금전, 피해자가 교부한 금전 또는 피해자의 계좌에서 출금된 금전을 말한다. 6. “피해환급금”이란 피해금을 환급하기 위하여 제9조에 따라 소멸된 채권을 기초로 하여 제 10조에 따라 산정되어 금융회사가 피해자에게 지급하는 금전을 말한다. 7. “이용자”란 금융회사와 체결한 계약에 따라 전자금융거래를 이용하는 자를 말한다. 8. “사기관련의심계좌”란 전기통신금융사기에 관련된 것으로 의심되는 계좌로서 다음 각 목 의 어느 하나에 해당하는 계좌를 말한다. 가. 피해금의 입금ㆍ이체ㆍ송금ㆍ출금에 이용되는 것으로 의심되는 계좌 나. 계좌 명의인에게 피해가 발생할 것으로 의심되는 계좌",PROTECTION_STAFF,STAFF,2026-08-27,법령|정의|피해환급금,OFFICIAL_IN_REVIEW,PENDING,AI 1차 검토: 피해환급금 정의와 관련 조문 참조가 조문 단위 청크에 명시됨
ORC-021,지급정지된 계좌의 채권소멸절차 공고는 누가 요청하나요?,ANSWER,chk_cab97dcf81fdb9bdf63d41cfca2cbeaff9d3609c541cf8fbe7fb21bcb090a840,제5조(채권소멸절차의 개시 공고),"① 금융회사는 제4조에 따라 지급정지 조치를 행한 경우 지체 없이 대통령령으로 정하는 바에 따라 금융감독원에 명의인의 채권이 소멸되는 절차(이하 “채 권소멸절차”라 한다)를 개시하기 위한 공고를 요청하여야 한다. 다만, 명의인의 채권 전부 또 는 일부가 다음 각 호의 어느 하나에 해당하는 경우에는 그러하지 아니하며, 제3조제2항에 따 른 지급정지 요청에 따라 지급정지 조치를 행한 경우에는 같은 조 제3항에 따른 통지가 있는 때에 공고를 요청하여야 한다. <개정 2016. 1. 27., 2018. 3. 13., 2020. 5. 19., 2023. 5. 16.>

1. 제4조에 따라 지급정지 조치를 하기 전에 손해배상ㆍ부당이득반환 등의 청구소송이 제기 되어 법원에 계속(係屬) 중인 경우

2. 제4조에 따라 지급정지 조치를 하기 전에 「민사집행법」에 따른 압류ㆍ가압류 또는 가처 분의 명령이 집행된 경우

3. 제4조에 따라 지급정지 조치를 하기 전에 「국세징수법」에 따른 체납절차가 개시된 경우

4. 제4조에 따라 지급정지 조치를 하기 전에 질권이 설정된 경우

5. 지급정지된 후에 제4조의2제2항에 따라 명의인과 피해자 간 채무부존재확인ㆍ부당이득반 환청구 소송 등이 제기되어 법원에 계속 중인 경우",PROTECTION_STAFF,STAFF,2026-08-27,법령|지급정지|채권소멸,OFFICIAL_IN_REVIEW,PENDING,AI 1차 검토: 금융회사가 금융감독원에 공고를 요청하는 원칙과 예외가 제5조 청크에 보존됨
